0,021677	-30,000000
0,072179	-29,500000
-0,008994	-29,000000
-0,021908	-28,500000
0,030440	-28,000000
0,040356	-27,500000
0,105156	-27,000000
0,054192	-26,500000
0,035052	-26,000000
0,049350	-25,500000
0,036666	-25,000000
0,054884	-24,500000
0,024675	-24,000000
0,039664	-23,500000
0,033899	-23,000000
-0,008302	-22,500000
-0,003459	-22,000000
0,050272	-21,500000
0,019832	-21,000000
-0,027442	-20,500000
0,030671	-20,000000
0,017757	-19,500000
-0,023522	-19,000000
0,018218	-18,500000
0,039434	-18,000000
0,011530	-17,500000
0,058574	-17,000000
-0,044507	-16,500000
0,044276	-16,000000
0,017526	-15,500000
-0,039203	-15,000000
0,077022	-14,500000
-0,003228	-14,000000
0,060419	-13,500000
-0,030209	-13,000000
-0,003228	-12,500000
-0,040587	-12,000000
0,013606	-11,500000
-0,052347	-11,000000
0,013836	-10,500000
-0,038050	-10,000000
-0,042662	-9,500000
-0,066876	-9,000000
-0,082096	-8,500000
-0,140439	-8,000000
-0,146204	-7,500000
-0,080481	-7,000000
-0,211696	-6,500000
-0,136749	-6,000000
-0,141361	-5,500000
-0,155889	-5,000000
-0,167189	-4,500000
-7,097804	-4,000000
-5,723165	-3,500000
-9,574045	-3,000000
-12,849103	-2,500000
-12,398039	-2,000000
-12,365293	-1,500000
-15,244171	-1,000000
-11,140317	-0,500000
-6,401837	0,000000
-18,432061	0,500000
-13,548068	1,000000
-11,174216	1,500000
-11,182749	2,000000
-11,189206	2,500000
-14,413992	3,000000
-16,450468	3,500000
-15,278070	4,000000
-15,441108	4,500000
-15,941061	5,000000
-16,735727	5,500000
-6,622065	6,000000
-14,996270	6,500000
-8,838645	7,000000
-8,843948	7,500000
-8,931579	8,000000
-8,863089	8,500000
-6,839296	9,000000
-6,506993	9,500000
-3,017933	10,000000
-3,298580	10,500000
-3,517886	11,000000
-3,291892	11,500000
-3,207491	12,000000
-2,843595	12,500000
-2,545423	13,000000
-0,000922	13,500000
0,008994	14,000000
0,044276	14,500000
-0,152430	15,000000
-0,066414	15,500000
0,069412	16,000000
0,029979	16,500000
0,029979	17,000000
-0,046813	17,500000
0,089936	18,000000
0,115995	18,500000
0,008071	19,000000
-0,039895	19,500000
0,098930	20,000000
0,009455	20,500000
0,002537	21,000000
0,008302	21,500000
-0,005765	22,000000
0,041048	22,500000
-0,020293	23,000000
0,006688	23,500000
0,061802	24,000000
0,021446	24,500000
-0,014528	25,000000
0,031132	25,500000
0,013606	26,000000
0,002767	26,500000
0,083710	27,000000
-0,000461	27,500000
0,034360	28,000000
-0,011761	28,500000
0,050503	29,000000
-0,006918	29,500000
-0,019601	30,000000
